task,n,k,threads,schedule,chunk,trial,time
A,500000,28,8,dynamic,4,1,1.865687
A,500000,28,8,dynamic,4,2,1.936265
A,500000,28,8,dynamic,4,3,1.737998
A,500000,28,8,dynamic,4,4,1.717756
A,500000,28,8,dynamic,4,5,1.863115
A,500000,28,8,dynamic,16,1,1.899941
A,500000,28,8,dynamic,16,2,1.760607
A,500000,28,8,dynamic,16,3,1.810388
A,500000,28,8,dynamic,16,4,1.933271
A,500000,28,8,dynamic,16,5,1.979852
A,500000,28,8,dynamic,64,1,1.808699
A,500000,28,8,dynamic,64,2,1.755629
A,500000,28,8,dynamic,64,3,1.828616
A,500000,28,8,dynamic,64,4,1.842359
A,500000,28,8,dynamic,64,5,1.829390
A,500000,28,8,guided,1,1,1.748477
A,500000,28,8,guided,1,2,1.701342
A,500000,28,8,guided,1,3,1.776334
A,500000,28,8,guided,1,4,1.913721
A,500000,28,8,guided,1,5,1.743610
A,500000,28,8,guided,4,1,1.750855
A,500000,28,8,guided,4,2,1.778316
A,500000,28,8,guided,4,3,1.874265
A,500000,28,8,guided,4,4,1.817487
A,500000,28,8,guided,4,5,1.747297
A,500000,28,8,guided,16,1,1.750607
A,500000,28,8,guided,16,2,1.899362
A,500000,28,8,guided,16,3,1.862442
A,500000,28,8,guided,16,4,1.782076
A,500000,28,8,guided,16,5,1.806346
A,500000,28,8,guided,64,1,1.721716
A,500000,28,8,guided,64,2,1.876318
A,500000,28,8,guided,64,3,1.846313
A,500000,28,8,guided,64,4,1.897937
A,500000,28,8,guided,64,5,1.870785
A,500000,28,16,static,auto,1,1.533961
A,500000,28,16,static,auto,2,1.548901
A,500000,28,16,static,auto,3,1.483831
A,500000,28,16,static,auto,4,1.487622
A,500000,28,16,static,auto,5,1.485316
A,500000,28,16,dynamic,1,1,1.460315
A,500000,28,16,dynamic,1,2,1.463318
A,500000,28,16,dynamic,1,3,1.555104
A,500000,28,16,dynamic,1,4,1.540981
A,500000,28,16,dynamic,1,5,1.516842
A,500000,28,16,dynamic,4,1,1.533447
A,500000,28,16,dynamic,4,2,1.533841
A,500000,28,16,dynamic,4,3,1.517941
A,500000,28,16,dynamic,4,4,1.531252
A,500000,28,16,dynamic,4,5,1.523614
A,500000,28,16,dynamic,16,1,1.522876
A,500000,28,16,dynamic,16,2,1.534394
A,500000,28,16,dynamic,16,3,1.527346
A,500000,28,16,dynamic,16,4,1.509901
A,500000,28,16,dynamic,16,5,1.515691
A,500000,28,16,dynamic,64,1,1.513454
A,500000,28,16,dynamic,64,2,1.522822
A,500000,28,16,dynamic,64,3,1.504325
A,500000,28,16,dynamic,64,4,1.492719
A,500000,28,16,dynamic,64,5,1.480900
A,500000,28,16,guided,1,1,1.483146
A,500000,28,16,guided,1,2,1.481923
A,500000,28,16,guided,1,3,1.489559
A,500000,28,16,guided,1,4,1.550789
A,500000,28,16,guided,1,5,1.554176
A,500000,28,16,guided,4,1,1.528223
A,500000,28,16,guided,4,2,1.538549
A,500000,28,16,guided,4,3,1.526080
A,500000,28,16,guided,4,4,1.530281
A,500000,28,16,guided,4,5,1.521690
A,500000,28,16,guided,16,1,1.517541
A,500000,28,16,guided,16,2,1.517308
A,500000,28,16,guided,16,3,1.550789
A,500000,28,16,guided,16,4,1.561855
A,500000,28,16,guided,16,5,1.508969
A,500000,28,16,guided,64,1,1.518615
A,500000,28,16,guided,64,2,1.505397
A,500000,28,16,guided,64,3,1.524633
A,500000,28,16,guided,64,4,1.507273
A,500000,28,16,guided,64,5,1.475227
A,1000000,20,1,static,auto,1,0.603633
A,1000000,20,1,static,auto,2,0.609078
A,1000000,20,1,static,auto,3,0.607781
A,1000000,20,1,static,auto,4,0.612027
A,1000000,20,1,static,auto,5,0.604201
A,1000000,20,1,dynamic,1,1,0.607739
A,1000000,20,1,dynamic,1,2,0.608812
A,1000000,20,1,dynamic,1,3,0.616034
A,1000000,20,1,dynamic,1,4,0.621327
A,1000000,20,1,dynamic,1,5,0.662561
A,1000000,20,1,dynamic,4,1,0.683636
A,1000000,20,1,dynamic,4,2,0.635195
A,1000000,20,1,dynamic,4,3,0.630795
A,1000000,20,1,dynamic,4,4,0.626587
A,1000000,20,1,dynamic,4,5,0.631033
A,1000000,20,1,dynamic,16,1,0.635014
A,1000000,20,1,dynamic,16,2,0.633329
A,1000000,20,1,dynamic,16,3,0.638656
A,1000000,20,1,dynamic,16,4,0.632240
A,1000000,20,1,dynamic,16,5,0.633452
A,1000000,20,1,dynamic,64,1,0.631367
A,1000000,20,1,dynamic,64,2,0.640405
A,1000000,20,1,dynamic,64,3,0.632841
A,1000000,20,1,dynamic,64,4,0.640520
A,1000000,20,1,dynamic,64,5,0.635176
A,1000000,20,1,guided,1,1,0.636906
A,1000000,20,1,guided,1,2,0.638242
A,1000000,20,1,guided,1,3,0.638303
A,1000000,20,1,guided,1,4,0.637222
A,1000000,20,1,guided,1,5,0.639712
A,1000000,20,1,guided,4,1,0.632651
A,1000000,20,1,guided,4,2,0.635267
A,1000000,20,1,guided,4,3,0.633215
A,1000000,20,1,guided,4,4,0.634414
A,1000000,20,1,guided,4,5,0.632989
A,1000000,20,1,guided,16,1,0.719343
A,1000000,20,1,guided,16,2,0.632948
A,1000000,20,1,guided,16,3,0.625254
A,1000000,20,1,guided,16,4,0.626508
A,1000000,20,1,guided,16,5,0.626706
A,1000000,20,1,guided,64,1,0.627392
A,1000000,20,1,guided,64,2,0.625618
A,1000000,20,1,guided,64,3,0.626930
A,1000000,20,1,guided,64,4,0.625649
A,1000000,20,1,guided,64,5,0.633183
A,1000000,20,2,static,auto,1,0.321875
A,1000000,20,2,static,auto,2,0.322889
A,1000000,20,2,static,auto,3,0.338485
A,1000000,20,2,static,auto,4,0.351064
A,1000000,20,2,static,auto,5,0.329714
A,1000000,20,2,dynamic,1,1,0.364268
A,1000000,20,2,dynamic,1,2,0.518871
A,1000000,20,2,dynamic,1,3,0.354603
A,1000000,20,2,dynamic,1,4,0.312207
A,1000000,20,2,dynamic,1,5,0.421471
A,1000000,20,2,dynamic,4,1,0.313606
A,1000000,20,2,dynamic,4,2,0.318642
A,1000000,20,2,dynamic,4,3,0.307264
A,1000000,20,2,dynamic,4,4,0.308106
A,1000000,20,2,dynamic,4,5,0.307915
A,1000000,20,2,dynamic,16,1,0.309527
A,1000000,20,2,dynamic,16,2,0.313339
A,1000000,20,2,dynamic,16,3,0.335623
A,1000000,20,2,dynamic,16,4,0.313045
A,1000000,20,2,dynamic,16,5,0.314118
A,1000000,20,2,dynamic,64,1,0.314162
A,1000000,20,2,dynamic,64,2,0.311696
A,1000000,20,2,dynamic,64,3,0.335030
A,1000000,20,2,dynamic,64,4,0.321537
A,1000000,20,2,dynamic,64,5,0.337318
A,1000000,20,2,guided,1,1,0.326780
A,1000000,20,2,guided,1,2,0.334359
A,1000000,20,2,guided,1,3,0.332166
A,1000000,20,2,guided,1,4,0.336312
A,1000000,20,2,guided,1,5,0.343954
A,1000000,20,2,guided,4,1,0.352564
A,1000000,20,2,guided,4,2,0.331954
A,1000000,20,2,guided,4,3,0.316439
A,1000000,20,2,guided,4,4,0.324281
A,1000000,20,2,guided,4,5,0.324479
A,1000000,20,2,guided,16,1,0.316236
A,1000000,20,2,guided,16,2,0.317168
A,1000000,20,2,guided,16,3,0.318145
A,1000000,20,2,guided,16,4,0.445925
A,1000000,20,2,guided,16,5,0.320729
A,1000000,20,2,guided,64,1,0.318926
A,1000000,20,2,guided,64,2,0.316638
A,1000000,20,2,guided,64,3,0.332357
A,1000000,20,2,guided,64,4,0.320936
A,1000000,20,2,guided,64,5,0.442896
A,1000000,20,4,static,auto,1,0.190276
A,1000000,20,4,static,auto,2,0.177432
A,1000000,20,4,static,auto,3,0.181790
A,1000000,20,4,static,auto,4,0.180984
A,1000000,20,4,static,auto,5,0.201128
A,1000000,20,4,dynamic,1,1,0.165137
A,1000000,20,4,dynamic,1,2,0.164296
A,1000000,20,4,dynamic,1,3,0.173656
A,1000000,20,4,dynamic,1,4,0.180012
A,1000000,20,4,dynamic,1,5,0.166021
A,1000000,20,4,dynamic,4,1,0.174451
A,1000000,20,4,dynamic,4,2,0.193897
A,1000000,20,4,dynamic,4,3,0.163091
A,1000000,20,4,dynamic,4,4,0.162951
A,1000000,20,4,dynamic,4,5,0.177855
A,1000000,20,4,dynamic,16,1,0.185756
A,1000000,20,4,dynamic,16,2,0.160846
A,1000000,20,4,dynamic,16,3,0.161782
A,1000000,20,4,dynamic,16,4,0.162238
A,1000000,20,4,dynamic,16,5,0.166176
A,1000000,20,4,dynamic,64,1,0.166669
A,1000000,20,4,dynamic,64,2,0.162040
A,1000000,20,4,dynamic,64,3,0.160195
A,1000000,20,4,dynamic,64,4,0.159909
A,1000000,20,4,dynamic,64,5,0.179121
A,1000000,20,4,guided,1,1,0.162326
A,1000000,20,4,guided,1,2,0.167221
A,1000000,20,4,guided,1,3,0.177594
A,1000000,20,4,guided,1,4,0.163327
A,1000000,20,4,guided,1,5,0.165266
A,1000000,20,4,guided,4,1,0.174361
A,1000000,20,4,guided,4,2,0.164431
A,1000000,20,4,guided,4,3,0.170034
A,1000000,20,4,guided,4,4,0.168923
A,1000000,20,4,guided,4,5,0.177874
A,1000000,20,4,guided,16,1,0.176415
A,1000000,20,4,guided,16,2,0.183029
A,1000000,20,4,guided,16,3,0.176264
A,1000000,20,4,guided,16,4,0.160853
A,1000000,20,4,guided,16,5,0.179164
A,1000000,20,4,guided,64,1,0.160898
A,1000000,20,4,guided,64,2,0.162366
A,1000000,20,4,guided,64,3,0.167735
A,1000000,20,4,guided,64,4,0.163775
A,1000000,20,4,guided,64,5,0.194501
A,1000000,20,8,static,auto,1,0.124560
A,1000000,20,8,static,auto,2,0.126253
A,1000000,20,8,static,auto,3,0.122322
A,1000000,20,8,static,auto,4,0.143631
A,1000000,20,8,static,auto,5,0.123532
A,1000000,20,8,dynamic,1,1,0.103472
A,1000000,20,8,dynamic,1,2,0.107641
A,1000000,20,8,dynamic,1,3,0.115226
A,1000000,20,8,dynamic,1,4,0.101702
A,1000000,20,8,dynamic,1,5,0.116433
A,1000000,20,8,dynamic,4,1,0.101531
A,1000000,20,8,dynamic,4,2,0.103269
A,1000000,20,8,dynamic,4,3,0.102833
A,1000000,20,8,dynamic,4,4,0.104449
A,1000000,20,8,dynamic,4,5,0.105058
A,1000000,20,8,dynamic,16,1,0.105339
A,1000000,20,8,dynamic,16,2,0.108578
A,1000000,20,8,dynamic,16,3,0.098307
A,1000000,20,8,dynamic,16,4,0.099979
A,1000000,20,8,dynamic,16,5,0.113004
A,1000000,20,8,dynamic,64,1,0.110661
A,1000000,20,8,dynamic,64,2,0.106976
A,1000000,20,8,dynamic,64,3,0.111691
A,1000000,20,8,dynamic,64,4,0.110203
A,1000000,20,8,dynamic,64,5,0.111183
A,1000000,20,8,guided,1,1,0.118653
A,1000000,20,8,guided,1,2,0.095753
A,1000000,20,8,guided,1,3,0.117715
A,1000000,20,8,guided,1,4,0.116013
A,1000000,20,8,guided,1,5,0.109116
A,1000000,20,8,guided,4,1,0.117024
A,1000000,20,8,guided,4,2,0.105215
A,1000000,20,8,guided,4,3,0.101113
A,1000000,20,8,guided,4,4,0.096646
A,1000000,20,8,guided,4,5,0.102085
A,1000000,20,8,guided,16,1,0.101936
A,1000000,20,8,guided,16,2,0.098373
A,1000000,20,8,guided,16,3,0.106735
A,1000000,20,8,guided,16,4,0.110835
A,1000000,20,8,guided,16,5,0.114947
A,1000000,20,8,guided,64,1,0.095993
A,1000000,20,8,guided,64,2,0.095526
A,1000000,20,8,guided,64,3,0.109498
A,1000000,20,8,guided,64,4,0.124794
A,1000000,20,8,guided,64,5,0.125263
A,1000000,20,16,static,auto,1,0.098153
A,1000000,20,16,static,auto,2,0.095225
A,1000000,20,16,static,auto,3,0.098825
A,1000000,20,16,static,auto,4,0.101930
A,1000000,20,16,static,auto,5,0.093847
A,1000000,20,16,dynamic,1,1,0.087744
A,1000000,20,16,dynamic,1,2,0.084667
A,1000000,20,16,dynamic,1,3,0.088631
A,1000000,20,16,dynamic,1,4,0.092288
A,1000000,20,16,dynamic,1,5,0.087552
A,1000000,20,16,dynamic,4,1,0.086853
A,1000000,20,16,dynamic,4,2,0.087185
A,1000000,20,16,dynamic,4,3,0.089467
A,1000000,20,16,dynamic,4,4,0.085906
A,1000000,20,16,dynamic,4,5,0.091598
A,1000000,20,16,dynamic,16,1,0.086719
A,1000000,20,16,dynamic,16,2,0.084632
A,1000000,20,16,dynamic,16,3,0.080196
A,1000000,20,16,dynamic,16,4,0.083781
A,1000000,20,16,dynamic,16,5,0.084946
A,1000000,20,16,dynamic,64,1,0.087830
A,1000000,20,16,dynamic,64,2,0.089107
A,1000000,20,16,dynamic,64,3,0.085388
A,1000000,20,16,dynamic,64,4,0.102460
A,1000000,20,16,dynamic,64,5,0.085315
A,1000000,20,16,guided,1,1,0.088124
A,1000000,20,16,guided,1,2,0.091643
A,1000000,20,16,guided,1,3,0.086773
A,1000000,20,16,guided,1,4,0.083210
A,1000000,20,16,guided,1,5,0.080735
A,1000000,20,16,guided,4,1,0.097847
A,1000000,20,16,guided,4,2,0.084888
A,1000000,20,16,guided,4,3,0.082238
A,1000000,20,16,guided,4,4,0.096856
A,1000000,20,16,guided,4,5,0.082087
A,1000000,20,16,guided,16,1,0.083115
A,1000000,20,16,guided,16,2,0.084404
A,1000000,20,16,guided,16,3,0.086547
A,1000000,20,16,guided,16,4,0.098465
A,1000000,20,16,guided,16,5,0.082238
A,1000000,20,16,guided,64,1,0.081959
A,1000000,20,16,guided,64,2,0.090060
A,1000000,20,16,guided,64,3,0.083921
A,1000000,20,16,guided,64,4,0.106565
A,1000000,20,16,guided,64,5,0.084452
A,1000000,24,1,static,auto,1,3.697177
A,1000000,24,1,static,auto,2,3.649235
A,1000000,24,1,static,auto,3,3.901650
A,1000000,24,1,static,auto,4,3.745426
A,1000000,24,1,static,auto,5,3.873155
A,1000000,24,1,dynamic,1,1,3.756223
A,1000000,24,1,dynamic,1,2,3.830291
A,1000000,24,1,dynamic,1,3,3.757606
A,1000000,24,1,dynamic,1,4,3.803001
A,1000000,24,1,dynamic,1,5,3.774840
A,1000000,24,1,dynamic,4,1,3.895239
A,1000000,24,1,dynamic,4,2,3.636704
A,1000000,24,1,dynamic,4,3,3.745816
A,1000000,24,1,dynamic,4,4,3.719835
A,1000000,24,1,dynamic,4,5,3.739565
A,1000000,24,1,dynamic,16,1,3.839725
A,1000000,24,1,dynamic,16,2,3.729133
A,1000000,24,1,dynamic,16,3,3.913032
A,1000000,24,1,dynamic,16,4,3.772875
A,1000000,24,1,dynamic,16,5,3.839619
A,1000000,24,1,dynamic,64,1,3.647851
A,1000000,24,1,dynamic,64,2,3.800119
A,1000000,24,1,dynamic,64,3,3.754903
A,1000000,24,1,dynamic,64,4,3.862265
A,1000000,24,1,dynamic,64,5,3.689080
A,1000000,24,1,guided,1,1,3.937701
A,1000000,24,1,guided,1,2,3.742452
A,1000000,24,1,guided,1,3,3.851210
A,1000000,24,1,guided,1,4,3.642897
A,1000000,24,1,guided,1,5,3.910573
A,1000000,24,1,guided,4,1,3.660757
A,1000000,24,1,guided,4,2,3.891757
A,1000000,24,1,guided,4,3,3.683938
A,1000000,24,1,guided,4,4,3.826754
A,1000000,24,1,guided,4,5,3.767507
A,1000000,24,1,guided,16,1,3.810361
A,1000000,24,1,guided,16,2,3.751355
A,1000000,24,1,guided,16,3,3.745552
A,1000000,24,1,guided,16,4,3.794557
A,1000000,24,1,guided,16,5,3.706799
A,1000000,24,1,guided,64,1,3.836071
A,1000000,24,1,guided,64,2,3.752230
A,1000000,24,1,guided,64,3,3.868807
A,1000000,24,1,guided,64,4,3.676487
A,1000000,24,1,guided,64,5,3.907777
A,1000000,24,2,static,auto,1,1.876052
A,1000000,24,2,static,auto,2,1.907211
A,1000000,24,2,static,auto,3,1.994587
A,1000000,24,2,static,auto,4,1.960799
A,1000000,24,2,static,auto,5,1.880859
A,1000000,24,2,dynamic,1,1,1.884044
A,1000000,24,2,dynamic,1,2,1.943894
A,1000000,24,2,dynamic,1,3,2.302805
A,1000000,24,2,dynamic,1,4,2.016535
A,1000000,24,2,dynamic,1,5,2.061748
A,1000000,24,2,dynamic,4,1,2.199077
A,1000000,24,2,dynamic,4,2,1.991465
A,1000000,24,2,dynamic,4,3,2.104378
A,1000000,24,2,dynamic,4,4,1.919327
A,1000000,24,2,dynamic,4,5,1.992568
A,1000000,24,2,dynamic,16,1,1.930666
A,1000000,24,2,dynamic,16,2,2.024354
A,1000000,24,2,dynamic,16,3,1.888960
A,1000000,24,2,dynamic,16,4,1.920269
A,1000000,24,2,dynamic,16,5,1.949819
A,1000000,24,2,dynamic,64,1,2.328046
A,1000000,24,2,dynamic,64,2,2.094237
A,1000000,24,2,dynamic,64,3,1.995253
A,1000000,24,2,dynamic,64,4,2.058339
A,1000000,24,2,dynamic,64,5,1.926670
A,1000000,24,2,guided,1,1,1.892657
A,1000000,24,2,guided,1,2,1.999808
A,1000000,24,2,guided,1,3,1.958720
A,1000000,24,2,guided,1,4,2.155633
A,1000000,24,2,guided,1,5,1.877242
A,1000000,24,2,guided,4,1,2.129975
A,1000000,24,2,guided,4,2,2.053093
A,1000000,24,2,guided,4,3,1.971541
A,1000000,24,2,guided,4,4,1.831690
A,1000000,24,2,guided,4,5,2.003769
A,1000000,24,2,guided,16,1,1.975707
A,1000000,24,2,guided,16,2,1.853132
A,1000000,24,2,guided,16,3,1.897083
A,1000000,24,2,guided,16,4,2.058285
A,1000000,24,2,guided,16,5,2.057570
A,1000000,24,2,guided,64,1,1.989055
A,1000000,24,2,guided,64,2,1.957082
A,1000000,24,2,guided,64,3,2.070654
A,1000000,24,2,guided,64,4,2.063357
A,1000000,24,2,guided,64,5,1.839422
A,1000000,24,4,static,auto,1,1.188927
A,1000000,24,4,static,auto,2,1.037086
A,1000000,24,4,static,auto,3,1.259370
A,1000000,24,4,static,auto,4,1.054778
A,1000000,24,4,static,auto,5,1.259702
A,1000000,24,4,dynamic,1,1,0.971093
A,1000000,24,4,dynamic,1,2,1.024668
A,1000000,24,4,dynamic,1,3,1.049245
A,1000000,24,4,dynamic,1,4,1.066487
A,1000000,24,4,dynamic,1,5,0.980764
A,1000000,24,4,dynamic,4,1,1.127493
A,1000000,24,4,dynamic,4,2,1.209391
A,1000000,24,4,dynamic,4,3,0.931511
A,1000000,24,4,dynamic,4,4,1.016973
A,1000000,24,4,dynamic,4,5,0.981585
A,1000000,24,4,dynamic,16,1,1.028217
A,1000000,24,4,dynamic,16,2,1.018141
A,1000000,24,4,dynamic,16,3,1.042253
A,1000000,24,4,dynamic,16,4,1.023448
A,1000000,24,4,dynamic,16,5,1.111585
A,1000000,24,4,dynamic,64,1,1.022232
A,1000000,24,4,dynamic,64,2,0.936073
A,1000000,24,4,dynamic,64,3,0.951686
A,1000000,24,4,dynamic,64,4,1.027197
A,1000000,24,4,dynamic,64,5,0.977000
A,1000000,24,4,guided,1,1,1.034328
A,1000000,24,4,guided,1,2,1.226614
A,1000000,24,4,guided,1,3,1.045890
A,1000000,24,4,guided,1,4,0.959674
A,1000000,24,4,guided,1,5,0.967740
A,1000000,24,4,guided,4,1,0.960323
A,1000000,24,4,guided,4,2,0.948305
A,1000000,24,4,guided,4,3,0.990278
A,1000000,24,4,guided,4,4,1.214539
A,1000000,24,4,guided,4,5,1.053640
A,1000000,24,4,guided,16,1,0.965498
A,1000000,24,4,guided,16,2,1.085734
A,1000000,24,4,guided,16,3,1.069876
A,1000000,24,4,guided,16,4,1.063032
A,1000000,24,4,guided,16,5,1.105315
A,1000000,24,4,guided,64,1,1.057984
A,1000000,24,4,guided,64,2,1.154297
A,1000000,24,4,guided,64,3,1.038933
A,1000000,24,4,guided,64,4,0.932033
A,1000000,24,4,guided,64,5,0.930620
A,1000000,24,8,static,auto,1,0.680749
A,1000000,24,8,static,auto,2,0.635018
A,1000000,24,8,static,auto,3,0.686613
A,1000000,24,8,static,auto,4,0.647358
A,1000000,24,8,static,auto,5,0.715930
A,1000000,24,8,dynamic,1,1,0.617340
A,1000000,24,8,dynamic,1,2,0.643029
A,1000000,24,8,dynamic,1,3,0.628815
A,1000000,24,8,dynamic,1,4,0.638991
A,1000000,24,8,dynamic,1,5,0.584713
A,1000000,24,8,dynamic,4,1,0.560648
A,1000000,24,8,dynamic,4,2,0.592302
A,1000000,24,8,dynamic,4,3,0.589301
A,1000000,24,8,dynamic,4,4,0.579373
A,1000000,24,8,dynamic,4,5,0.570385
A,1000000,24,8,dynamic,16,1,0.583469
A,1000000,24,8,dynamic,16,2,0.555991
A,1000000,24,8,dynamic,16,3,0.596102
A,1000000,24,8,dynamic,16,4,0.622995
A,1000000,24,8,dynamic,16,5,0.612291
A,1000000,24,8,dynamic,64,1,0.649486
A,1000000,24,8,dynamic,64,2,0.629406
A,1000000,24,8,dynamic,64,3,0.602223
A,1000000,24,8,dynamic,64,4,0.577555
A,1000000,24,8,dynamic,64,5,0.575914
A,1000000,24,8,guided,1,1,0.659183
A,1000000,24,8,guided,1,2,0.587552
A,1000000,24,8,guided,1,3,0.642122
A,1000000,24,8,guided,1,4,0.577737
A,1000000,24,8,guided,1,5,0.576223
A,1000000,24,8,guided,4,1,0.626659
A,1000000,24,8,guided,4,2,0.638966
A,1000000,24,8,guided,4,3,0.671592
A,1000000,24,8,guided,4,4,0.631455
A,1000000,24,8,guided,4,5,0.642786
A,1000000,24,8,guided,16,1,0.592442
A,1000000,24,8,guided,16,2,0.587552
A,1000000,24,8,guided,16,3,0.577029
A,1000000,24,8,guided,16,4,0.614988
A,1000000,24,8,guided,16,5,0.595313
A,1000000,24,8,guided,64,1,0.604634
A,1000000,24,8,guided,64,2,0.565702
A,1000000,24,8,guided,64,3,0.562815
A,1000000,24,8,guided,64,4,0.587587
A,1000000,24,8,guided,64,5,0.604654
A,1000000,24,16,static,auto,1,0.548315
A,1000000,24,16,static,auto,2,0.553203
A,1000000,24,16,static,auto,3,0.548931
A,1000000,24,16,static,auto,4,0.539929
A,1000000,24,16,static,auto,5,0.516210
A,1000000,24,16,dynamic,1,1,0.486762
A,1000000,24,16,dynamic,1,2,0.496519
A,1000000,24,16,dynamic,1,3,0.479561
A,1000000,24,16,dynamic,1,4,0.499042
A,1000000,24,16,dynamic,1,5,0.484226
A,1000000,24,16,dynamic,4,1,0.498790
A,1000000,24,16,dynamic,4,2,0.477075
A,1000000,24,16,dynamic,4,3,0.490282
A,1000000,24,16,dynamic,4,4,0.483799
A,1000000,24,16,dynamic,4,5,0.498400
A,1000000,24,16,dynamic,16,1,0.548281
A,1000000,24,16,dynamic,16,2,0.535019
A,1000000,24,16,dynamic,16,3,0.531329
A,1000000,24,16,dynamic,16,4,0.533359
A,1000000,24,16,dynamic,16,5,0.530418
A,1000000,24,16,dynamic,64,1,0.491076
A,1000000,24,16,dynamic,64,2,0.494789
A,1000000,24,16,dynamic,64,3,0.475038
A,1000000,24,16,dynamic,64,4,0.500154
A,1000000,24,16,dynamic,64,5,0.493352
A,1000000,24,16,guided,1,1,0.493708
A,1000000,24,16,guided,1,2,0.479137
A,1000000,24,16,guided,1,3,0.491833
A,1000000,24,16,guided,1,4,0.494088
A,1000000,24,16,guided,1,5,0.502518
A,1000000,24,16,guided,4,1,0.529240
A,1000000,24,16,guided,4,2,0.529960
A,1000000,24,16,guided,4,3,0.534791
A,1000000,24,16,guided,4,4,0.527375
A,1000000,24,16,guided,4,5,0.536799
A,1000000,24,16,guided,16,1,0.512415
A,1000000,24,16,guided,16,2,0.526501
A,1000000,24,16,guided,16,3,0.481006
A,1000000,24,16,guided,16,4,0.491966
A,1000000,24,16,guided,16,5,0.483154
A,1000000,24,16,guided,64,1,0.500428
A,1000000,24,16,guided,64,2,0.480509
A,1000000,24,16,guided,64,3,0.493066
A,1000000,24,16,guided,64,4,0.499211
A,1000000,24,16,guided,64,5,0.524623
A,1000000,28,1,static,auto,1,22.553727
A,1000000,28,1,static,auto,2,22.883405
A,1000000,28,1,static,auto,3,22.540255
A,1000000,28,1,static,auto,4,22.490077
A,1000000,28,1,static,auto,5,22.669490
A,1000000,28,1,dynamic,1,1,22.369415
A,1000000,28,1,dynamic,1,2,23.136005
A,1000000,28,1,dynamic,1,3,22.353356
A,1000000,28,1,dynamic,1,4,22.578624
A,1000000,28,1,dynamic,1,5,22.720417
A,1000000,28,1,dynamic,4,1,22.428014
A,1000000,28,1,dynamic,4,2,22.088693
A,1000000,28,1,dynamic,4,3,22.662658
A,1000000,28,1,dynamic,4,4,22.594652
A,1000000,28,1,dynamic,4,5,22.123007
A,1000000,28,1,dynamic,16,1,22.473474
A,1000000,28,1,dynamic,16,2,22.707744
A,1000000,28,1,dynamic,16,3,22.270424
A,1000000,28,1,dynamic,16,4,22.939161
A,1000000,28,1,dynamic,16,5,22.750694
A,1000000,28,1,dynamic,64,1,22.702958
A,1000000,28,1,dynamic,64,2,22.722788
A,1000000,28,1,dynamic,64,3,22.739876
A,1000000,28,1,dynamic,64,4,22.740987
A,1000000,28,1,dynamic,64,5,22.609177
A,1000000,28,1,guided,1,1,22.664893
A,1000000,28,1,guided,1,2,22.651937
A,1000000,28,1,guided,1,3,22.762047
A,1000000,28,1,guided,1,4,22.634644
A,1000000,28,1,guided,1,5,22.735658
A,1000000,28,1,guided,4,1,22.545593
A,1000000,28,1,guided,4,2,22.592697
A,1000000,28,1,guided,4,3,22.688862
A,1000000,28,1,guided,4,4,22.662003
A,1000000,28,1,guided,4,5,22.652830
A,1000000,28,1,guided,16,1,22.564426
A,1000000,28,1,guided,16,2,22.685089
A,1000000,28,1,guided,16,3,22.458875
A,1000000,28,1,guided,16,4,22.043351
A,1000000,28,1,guided,16,5,22.700816
A,1000000,28,1,guided,64,1,22.583444
A,1000000,28,1,guided,64,2,22.557628
A,1000000,28,1,guided,64,3,22.454739
A,1000000,28,1,guided,64,4,22.210275
A,1000000,28,1,guided,64,5,22.399792
A,1000000,28,2,static,auto,1,11.948516
A,1000000,28,2,static,auto,2,11.958743
A,1000000,28,2,static,auto,3,12.455473
A,1000000,28,2,static,auto,4,11.454618
A,1000000,28,2,static,auto,5,12.022207
A,1000000,28,2,dynamic,1,1,11.806879
A,1000000,28,2,dynamic,1,2,11.731359
A,1000000,28,2,dynamic,1,3,12.310817
A,1000000,28,2,dynamic,1,4,11.811407
A,1000000,28,2,dynamic,1,5,11.937376
A,1000000,28,2,dynamic,4,1,11.932418
A,1000000,28,2,dynamic,4,2,11.953740
A,1000000,28,2,dynamic,4,3,11.321282
A,1000000,28,2,dynamic,4,4,11.865964
A,1000000,28,2,dynamic,4,5,12.180958
A,1000000,28,2,dynamic,16,1,11.076500
A,1000000,28,2,dynamic,16,2,11.944721
A,1000000,28,2,dynamic,16,3,12.311909
A,1000000,28,2,dynamic,16,4,11.664559
A,1000000,28,2,dynamic,16,5,12.464028
A,1000000,28,2,dynamic,64,1,10.851266
A,1000000,28,2,dynamic,64,2,12.110543
A,1000000,28,2,dynamic,64,3,12.810514
A,1000000,28,2,dynamic,64,4,11.502368
A,1000000,28,2,dynamic,64,5,12.012532
A,1000000,28,2,guided,1,1,11.786763
A,1000000,28,2,guided,1,2,11.760607
A,1000000,28,2,guided,1,3,12.097823
A,1000000,28,2,guided,1,4,11.532068
A,1000000,28,2,guided,1,5,12.659359
A,1000000,28,2,guided,4,1,11.728394
A,1000000,28,2,guided,4,2,11.214524
A,1000000,28,2,guided,4,3,12.222032
A,1000000,28,2,guided,4,4,11.353086
A,1000000,28,2,guided,4,5,11.985279
A,1000000,28,2,guided,16,1,11.980082
A,1000000,28,2,guided,16,2,11.525812
A,1000000,28,2,guided,16,3,11.855365
A,1000000,28,2,guided,16,4,11.900237
